sample_name	Program	Cruise	RVAE_ID	Cast	Niskin	Year	Month	yyyymmdd	decy	time(UTC)	latN	lonW	Depth	Nominal_Depth	Temp	CTD_S	CO2	Alk	NO3	NO2	PO4	SiO4	POC	PON	TOC	TN	Bact	oxygen	Sunrise	Sunset	MLD_dens125	DCM	Season	vert_bin
10335_1a	BATS	10335	AE1707	7	1	2017	5/9/17	20170509	2017.35195	1105	31.66713333	64.16445	4.325	1	22.8812501	36.80739206	2086	2415.1	0	0	0	0.89	25.11	3.81	60.7	3.6	4.3	214.3923486	928	2257	26.8107	100.274	Summer	Photic
10335_1b	BATS	10335	AE1707	7	1	2017	5/9/17	20170509	2017.35195	1105	31.66713333	64.16445	4.325	1	22.8812501	36.80739206	2086	2415.1	0	0	0	0.89	25.11	3.81	60.7	3.6	4.3	214.3923486	928	2257	26.8107	100.274	Summer	Photic
10335_120a	BATS	10335	AE1707	7	3	2017	5/9/17	20170509	2017.35195	1105	31.66713333	64.16445	120.114	120	22.8707501	36.80678675	2095	2406.8	0.67	0.039	0	0.92	23.77	3.98	51.9	3.7	3.5	214.8024547	928	2257	26.8107	100.274	Summer	Photic
10335_120b	BATS	10335	AE1707	7	3	2017	5/9/17	20170509	2017.35195	1105	31.66713333	64.16445	120.114	120	22.8707501	36.80678675	2095	2406.8	0.67	0.039	0	0.92	23.77	3.98	51.9	3.7	3.5	214.8024547	928	2257	26.8107	100.274	Summer	Photic
10335_40a	BATS	10335	AE1707	7	5	2017	5/9/17	20170509	2017.35195	1105	31.66713333	64.16445	39.859	40	21.4477501	36.80838072	2081.2	2409	0	0	0	0.87	39.63	3.81	58.7	3.2	4.2	220.5942911	928	2257	26.8107	100.274	Summer	Photic
10335_40b	BATS	10335	AE1707	7	5	2017	5/9/17	20170509	2017.35195	1105	31.66713333	64.16445	39.859	40	21.4477501	36.80838072	2081.2	2409	0	0	0	0.87	39.63	3.81	58.7	3.2	4.2	220.5942911	928	2257	26.8107	100.274	Summer	Photic
10335_80a	BATS	10335	AE1707	7	7	2017	5/9/17	20170509	2017.35195	1105	31.66713333	64.16445	81.174	80	20.9444501	36.76111021	2087.6	2409.5	0	0	0	0.85	36.33	4.58	61.4	2.2	4.6	218.1897135	928	2257	26.8107	100.274	Summer	Photic
10335_80b	BATS	10335	AE1707	7	7	2017	5/9/17	20170509	2017.35195	1105	31.66713333	64.16445	81.174	80	20.9444501	36.76111021	2087.6	2409.5	0	0	0	0.85	36.33	4.58	61.4	2.2	4.6	218.1897135	928	2257	26.8107	100.274	Summer	Photic
10335_160	BATS	10335	AE1707	7	12	2017	5/9/17	20170509	2017.35195	1105	31.66713333	64.16445	159.293	160	20.0696501	36.67170857	2095.6	2401.7	0.75	0.088	0	0.83	27.03	1.99	55.8	3.5	4.7	208.557467	928	2257	26.8107	100.274	Summer	Aphotic
10335_200	BATS	10335	AE1707	7	13	2017	5/9/17	20170509	2017.35195	1105	31.66713333	64.16445	202.098	200	19.6284501	36.60774523	2093.3	2401.5	0.97	0	0	1	21.03	3.26	53.8	4.1	2.7	198.3665191	928	2257	26.8107	100.274	Summer	Aphotic
10335_250	BATS	10335	AE1707	7	15	2017	5/9/17	20170509	2017.35195	1105	31.66713333	64.16445	249.854	250	19.2128501	36.57852375	2105.2	2398.4	2.07	0	0.04	1.16	15.91	2.21	52	4.2	2.1	193.1493707	928	2257	26.8107	100.274	Summer	Aphotic
10335_1000	BATS	10335	AE1707	7	23	2017	5/9/17	20170509	2017.35195	1105	31.66713333	64.16445	998.516	1000	7.7988501	35.13546058	2191.9	2337.9	22.61	0.01	1.44	14.06	9.44	1.28	41.4	24.1	1	170.7475668	928	2257	26.8107	100.274	Summer	Aphotic
20335_1	BATS	20335	AE1708	5	1	2017	5/31/17	20170531	2017.411979	856	31.66642	64.16649	5.671	1	23.91498938	36.74926123	2079.2	2409.6	0	0	0	0.69	38.05	5.23	58.5	1.8	4.1	215.2493258	916	2311	22.8386	96.3043	Summer	Photic
20335_40	BATS	20335	AE1708	5	4	2017	5/31/17	20170531	2017.411979	856	31.66642	64.16649	39.648	40	20.94658938	36.73106383	2087.7	2418.7	0	0	0	0.78	37.21	4.86	61.9	3.2	5.8	226.2614822	916	2311	22.8386	96.3043	Summer	Photic
20335_80	BATS	20335	AE1708	5	7	2017	5/31/17	20170531	2017.411979	856	31.66642	64.16649	80.255	80	19.93908938	36.67751063	2088.8	2407.4	0	0.01	0	0.75	53.76	8.14	56	3.1	5.5	227.190613	916	2311	22.8386	96.3043	Summer	Photic
20335_120	BATS	20335	AE1708	5	10	2017	5/31/17	20170531	2017.411979	856	31.66642	64.16649	120.445	120	19.65848938	36.64210247	2100.5	2405.6	1.28	0.029	0.03	0.98	16.84	2.43	55	3.2	3.3	217.6782718	916	2311	22.8386	96.3043	Summer	Photic
20335_200	BATS	20335	AE1708	5	15	2017	5/31/17	20170531	2017.411979	856	31.66642	64.16649	201.073	200	19.48638938	36.65100937	2101.5	2401.7	1.38	0.01	0.05	1.04	14.22	2.12	52.6	3.8	2.1	215.9400376	916	2311	22.8386	96.3043	Summer	Aphotic
20335_300	BATS	20335	AE1708	5	19	2017	5/31/17	20170531	2017.411979	856	31.66642	64.16649	302.21	300	19.27998938	36.63735535	2101.3	2401	NA	NA	NA	NA	9.12	1.36	50.2	4.6	1	216.9842374	916	2311	22.8386	96.3043	Summer	Aphotic
10336_1	BATS	10336	AE1709	13	1	2017	6/15/17	20170615	2017.453194	959	31.61896	64.10111667	3.89	1	25.50394432	36.74174409	2075.4	2408.5	0	0	0	0.62	32.33	2.85	NA	1.8	6.9	208.990097	914	2317	14.8957	98.2892	Summer	Photic
10336_40	BATS	10336	AE1709	13	3	2017	6/15/17	20170615	2017.453194	959	31.61896	64.10111667	39.67	40	21.59694432	36.72495733	2075.2	2408.3	0	0	0	0.6	46.19	3.51	60.3	3.1	7.5	224.5898231	914	2317	14.8957	98.2892	Summer	Photic
10336_80	BATS	10336	AE1709	13	5	2017	6/15/17	20170615	2017.453194	959	31.61896	64.10111667	80.257	80	20.05334432	36.67036402	2089.6	2407.1	0.08	0.01	0	0.81	59.85	6.6	59.8	2.1	7	223.2240017	914	2317	14.8957	98.2892	Summer	Photic
10336_120	BATS	10336	AE1709	13	7	2017	6/15/17	20170615	2017.453194	959	31.61896	64.10111667	120.752	120	19.58024432	36.64671493	2100.4	2408.3	1.22	0.039	0.03	0.95	24.72	NA	51.4	3.5	4.2	213.4967534	914	2317	14.8957	98.2892	Summer	Photic
10336_160	BATS	10336	AE1709	13	9	2017	6/15/17	20170615	2017.453194	959	31.61896	64.10111667	160.648	160	19.41784432	36.65045548	2100.9	2403.8	1.44	0.01	0.04	1.01	22.95	1.02	52.5	3	4	215.7003648	914	2317	14.8957	98.2892	Summer	Aphotic
10336_200	BATS	10336	AE1709	13	11	2017	6/15/17	20170615	2017.453194	959	31.61896	64.10111667	200.357	200	19.32744432	36.63975994	2101.6	2403.9	1.71	0.01	0.06	1.16	16.7	NA	53	4.7	2.5	214.7542663	914	2317	14.8957	98.2892	Summer	Aphotic
10336_250	BATS	10336	AE1709	13	13	2017	6/15/17	20170615	2017.453194	959	31.61896	64.10111667	251.406	250	19.16674432	36.62823183	2102.2	2401.9	1.91	0	0.07	1.22	23.02	2.73	48.6	3.8	2.5	212.1490141	914	2317	14.8957	98.2892	Summer	Aphotic
10336_300	BATS	10336	AE1709	13	15	2017	6/15/17	20170615	2017.453194	959	31.61896	64.10111667	302.657	300	18.97664432	36.60238152	2106.7	2401.7	2.3	0.01	0	1.37	26.9	1.96	53.5	4.5	2.2	205.2869886	914	2317	14.8957	98.2892	Summer	Aphotic
10336_500	BATS	10336	AE1709	13	17	2017	6/15/17	20170615	2017.453194	959	31.61896	64.10111667	507.206	500	16.95544432	36.3309606	2137.2	2387.3	7.61	0.01	0.15	2.7	24.44	0.86	35.4	7.3	0.8	180.3155277	914	2317	14.8957	98.2892	Summer	Aphotic
10336_600	BATS	10336	AE1709	13	20	2017	6/15/17	20170615	2017.453194	959	31.61896	64.10111667	600.711	600	15.55344432	36.09204493	2148.9	2377.4	10.9	0	0.33	4.17	19.85	0.66	46.8	12.4	1.1	174.2213448	914	2317	14.8957	98.2892	Summer	Aphotic
10336_800	BATS	10336	AE1709	13	21	2017	6/15/17	20170615	2017.453194	959	31.61896	64.10111667	802.145	800	11.47934432	35.47616691	2180.1	2349.8	20.33	0	1.21	10.63	15.99	1.93	39.8	19.3	0.9	147.038623	914	2317	14.8957	98.2892	Summer	Aphotic
10336_1000	BATS	10336	AE1709	13	23	2017	6/15/17	20170615	2017.453194	959	31.61896	64.10111667	1001.281	1000	7.24844432	35.13130171	2191.5	2323.5	22.51	0.01	1.4	14.54	13.41	1.6	44.1	23.9	0.8	178.4197264	914	2317	14.8957	98.2892	Summer	Aphotic
10337_1	BATS	10337	AE1713	17	1	2017	7/20/17	20170720	2017.549353	1220	31.66702167	64.16566833	4.08	1	28.06496634	36.63927106	2056.8	2393.2	0	0	0	0.39	31.33	1.81	NA	2	6.2	200.9237332	928	2316	14.8953	102.2601	Summer	Photic
10337_40	BATS	10337	AE1713	17	4	2017	7/20/17	20170720	2017.549353	1220	31.66702167	64.16566833	39.255	40	23.71876634	36.66480643	2068.2	2408.5	0	0	0	0.32	35.4	1.98	63	3.5	6.3	222.8702875	928	2316	14.8953	102.2601	Summer	Photic
10337_80	BATS	10337	AE1713	17	7	2017	7/20/17	20170720	2017.549353	1220	31.66702167	64.16566833	80.555	80	20.49996634	36.6827656	2080.8	2406.8	0	0	0	0.29	36.84	5.02	56.4	2.8	7.3	223.3442847	928	2316	14.8953	102.2601	Summer	Photic
10337_120	BATS	10337	AE1713	17	9	2017	7/20/17	20170720	2017.549353	1220	31.66702167	64.16566833	121.339	120	19.68206634	36.65458631	2098.9	2402.5	0.68	0.01	0	0.41	21.92	2.2	52.8	4.1	5.9	213.6991877	928	2316	14.8953	102.2601	Summer	Photic
10337_160	BATS	10337	AE1713	17	12	2017	7/20/17	20170720	2017.549353	1220	31.66702167	64.16566833	159.347	160	19.42166634	36.64668292	2102.7	2398.4	1.44	0	0.07	0.61	16.46	2.31	51	3.8	2.7	212.895802	928	2316	14.8953	102.2601	Summer	Aphotic
10337_200	BATS	10337	AE1713	17	13	2017	7/20/17	20170720	2017.549353	1220	31.66702167	64.16566833	200.128	200	19.24716634	36.6283361	2103.6	2402.6	1.89	0.078	0.07	0.76	18.21	2.03	47.4	4.7	2.4	213.7571983	928	2316	14.8953	102.2601	Summer	Aphotic
10337_250	BATS	10337	AE1713	17	15	2017	7/20/17	20170720	2017.549353	1220	31.66702167	64.16566833	250.628	250	19.17726634	36.61987528	2106.1	2398.6	2.24	0	0.09	0.83	13.12	1.52	48.9	5	2	213.3618222	928	2316	14.8953	102.2601	Summer	Aphotic
10337_300	BATS	10337	AE1713	17	17	2017	7/20/17	20170720	2017.549353	1220	31.66702167	64.16566833	300.466	300	19.08916634	36.61606799	2107.3	2398.6	NA	NA	NA	NA	17.14	1.01	45.1	4.4	1.5	211.9361198	928	2316	14.8953	102.2601	Summer	Aphotic
10337_600	BATS	10337	AE1713	17	21	2017	7/20/17	20170720	2017.549353	1220	31.66702167	64.16566833	602.198	600	15.33196634	36.04185704	2146.3	2368.3	9.97	0.078	0.53	3.85	13.06	2.31	46.6	11.4	1.2	172.0728164	928	2316	14.8953	102.2601	Summer	Aphotic
10337_800	BATS	10337	AE1713	17	22	2017	7/20/17	20170720	2017.549353	1220	31.66702167	64.16566833	798.809	800	10.57316634	35.3557023	2185.9	2331.5	22.18	0.029	0.67	12.12	8.18	0.53	42.9	23.5	0.9	143.7597361	928	2316	14.8953	102.2601	Summer	Aphotic
10337_1000	BATS	10337	AE1713	17	23	2017	7/20/17	20170720	2017.549353	1220	31.66702167	64.16566833	999.704	1000	6.88546634	35.12561818	2174.5	2319	19.73	0.01	1.25	13.07	9.09	0.56	41.2	23.9	0.7	192.7901651	928	2316	14.8953	102.2601	Summer	Aphotic
10338_1	BATS	10338	AE1715	15	1	2017	8/17/17	20170817	2017.626621	1712	31.66798667	64.165045	2.939	1	29.13041534	36.8431435	2067.3	2418	0	0.224	0.05	0.85	23.07	2.72	66.8	2.9	6	196.9524061	947	2254	27.804	119.1331	Summer	Photic
10338_40	BATS	10338	AE1715	15	4	2017	8/17/17	20170817	2017.626621	1712	31.66798667	64.165045	39.587	40	23.79111534	36.81156146	2077.1	2414.2	NA	NA	NA	NA	41.27	4.35	69.2	2.4	7.5	232.9846851	947	2254	27.804	119.1331	Summer	Photic
10338_120	BATS	10338	AE1715	15	9	2017	8/17/17	20170817	2017.626621	1712	31.66798667	64.165045	120.004	120	19.91961534	36.66728274	2102.9	2404.4	0.5	0.478	0.03	1.46	22.48	2.82	55.6	3.9	3.9	209.7440852	947	2254	27.804	119.1331	Summer	Photic
10338_160	BATS	10338	AE1715	15	12	2017	8/17/17	20170817	2017.626621	1712	31.66798667	64.165045	159.308	160	19.50141534	36.64408989	2111.2	2404.6	1.58	0.234	0.08	1.14	13.86	0	51.7	4.2	2.2	208.3202576	947	2254	27.804	119.1331	Summer	Aphotic
10338_200	BATS	10338	AE1715	15	13	2017	8/17/17	20170817	2017.626621	1712	31.66798667	64.165045	199.208	200	19.35171534	36.64059674	2115	2403.4	2.34	0.263	0.1	1.23	11.2	0.34	52.1	3.7	2.3	212.0354278	947	2254	27.804	119.1331	Summer	Aphotic
10338_250	BATS	10338	AE1715	15	15	2017	8/17/17	20170817	2017.626621	1712	31.66798667	64.165045	249.947	250	19.20281534	36.62421824	2114.5	2400.8	2.55	0.156	0.14	1.39	8.5	0.22	51.1	5.3	2.1	212.3691078	947	2254	27.804	119.1331	Summer	Aphotic
10338_300	BATS	10338	AE1715	15	17	2017	8/17/17	20170817	2017.626621	1712	31.66798667	64.165045	300.065	300	19.06571534	36.6124056	2118.3	2399.3	2.99	0.195	0.14	1.36	26.26	0.67	49.8	5.8	1.6	209.6515788	947	2254	27.804	119.1331	Summer	Aphotic
10338_500	BATS	10338	AE1715	15	20	2017	8/17/17	20170817	2017.626621	1712	31.66798667	64.165045	501.095	500	17.26881534	36.38054807	2133.1	2385.3	7.33	0.254	0.41	2.54	NA	NA	43.4	8.3	1.4	182.5627511	947	2254	27.804	119.1331	Summer	Aphotic
10338_600	BATS	10338	AE1715	15	21	2017	8/17/17	20170817	2017.626621	1712	31.66798667	64.165045	602.111	600	15.35071534	36.0516179	2144.8	2373.3	10.5	0.351	0.64	4.46	6.06	NA	45.7	12.6	1.5	174.5749976	947	2254	27.804	119.1331	Summer	Aphotic
10338_800	BATS	10338	AE1715	15	22	2017	8/17/17	20170817	2017.626621	1712	31.66798667	64.165045	801.279	800	10.78501534	35.3845884	2189.1	2328.3	20.2	0.225	1.38	10.29	4.63	NA	43	26.1	0.8	148.6119172	947	2254	27.804	119.1331	Summer	Aphotic
10338_1000	BATS	10338	AE1715	15	24	2017	8/17/17	20170817	2017.626621	1712	31.66798667	64.165045	1000.077	1000	7.10201534	35.13662999	2184.2	2326.4	22.15	0.361	1.58	12.82	5.71	0.36	42	24	0.8	188.32785	947	2254	27.804	119.1331	Summer	Aphotic
10339_1	BATS	10339	AE1718	11	2	2017	9/14/17	20170914	2017.702755	1208	31.66294	64.16486	3.802	1	28.06826527	36.4042024	2046.3	2396.4	0	0	0	0.97	31.52	4.27	67.5	3	6.5	197.9987448	1004	2221	34.7542	104.245	Summer	Photic
10339_40	BATS	10339	AE1718	11	4	2017	9/14/17	20170914	2017.702755	1208	31.66294	64.16486	40.856	40	26.20676527	36.59771867	2074.1	2416.7	0	0	0	0.8	40.69	4.91	68.7	2.5	6.3	214.0294379	1004	2221	34.7542	104.245	Summer	Photic
10339_80	BATS	10339	AE1718	11	7	2017	9/14/17	20170914	2017.702755	1208	31.66294	64.16486	82.263	80	21.69886527	36.71588749	2083.9	2409.2	0	0.01	0	0.64	33.87	4.85	62.5	2.2	6.5	219.8444218	1004	2221	34.7542	104.245	Summer	Photic
10339_120	BATS	10339	AE1718	11	9	2017	9/14/17	20170914	2017.702755	1208	31.66294	64.16486	118.9	120	20.26656527	36.68461566	2103.1	2406.4	1.26	0.039	0	1.07	22.76	3.31	55.7	3.9	3.2	200.3841258	1004	2221	34.7542	104.245	Summer	Photic
10339_160	BATS	10339	AE1718	11	12	2017	9/14/17	20170914	2017.702755	1208	31.66294	64.16486	161.507	160	19.67126527	36.64925227	2104.4	2404.1	1.76	0.02	0.03	1.04	14.4	2.03	55.1	4.1	2.2	204.2439383	1004	2221	34.7542	104.245	Summer	Aphotic
10339_200	BATS	10339	AE1718	11	13	2017	9/14/17	20170914	2017.702755	1208	31.66294	64.16486	199.823	200	19.37336527	36.63547625	2104.2	2402.6	1.95	0.01	0.04	1.12	14.55	NA	56.1	4.9	2	207.0146454	1004	2221	34.7542	104.245	Summer	Aphotic
10339_250	BATS	10339	AE1718	11	15	2017	9/14/17	20170914	2017.702755	1208	31.66294	64.16486	252.835	250	19.10566527	36.61441617	2107.7	2402.8	2.42	0.02	0.05	1.29	13.55	2.18	53.3	4.7	2.3	206.9599502	1004	2221	34.7542	104.245	Summer	Aphotic
10339_300	BATS	10339	AE1718	11	17	2017	9/14/17	20170914	2017.702755	1208	31.66294	64.16486	302.148	300	18.83706527	36.58707774	2112.4	2405.2	2.79	0.01	0.06	1.36	13.54	1.71	52.5	4.5	1.7	208.7978772	1004	2221	34.7542	104.245	Summer	Aphotic
10339_500	BATS	10339	AE1718	11	20	2017	9/14/17	20170914	2017.702755	1208	31.66294	64.16486	500.912	500	17.29246527	36.3773734	2135.1	2389.1	7.21	0.01	0.22	2.6	18.78	1.75	48.6	8	1.8	182.6557133	1004	2221	34.7542	104.245	Summer	Aphotic
10339_600	BATS	10339	AE1718	11	21	2017	9/14/17	20170914	2017.702755	1208	31.66294	64.16486	602.22	600	15.77426527	36.11251819	2143.2	2376.5	9.67	0.01	0.31	3.58	21.85	2.72	49.8	10.3	1.9	178.5776308	1004	2221	34.7542	104.245	Summer	Aphotic
10339_800	BATS	10339	AE1718	11	22	2017	9/14/17	20170914	2017.702755	1208	31.66294	64.16486	798.206	800	11.31536527	35.43871902	2180.5	2339.8	20.51	0.01	0.71	10.42	11.67	0.21	46.6	23.9	1.5	138.7108869	1004	2221	34.7542	104.245	Summer	Aphotic
10339_1000	BATS	10339	AE1718	11	23	2017	9/14/17	20170914	2017.702755	1208	31.66294	64.16486	1000.548	1000	7.27176527	35.13837732	2185.2	2322.5	22.59	0.01	0.75	14.34	12.87	1.6	43.4	23.2	1	180.6201908	1004	2221	34.7542	104.245	Summer	Aphotic
10340_1	BATS	10340	AE1722	4	1	2017	10/17/17	20171017	2017.79426	2143	31.66503	64.166665	9.543	1	26.01326345	36.54002457	2048.7	2394.1	0	0.01	0	1.02	29.09	2.62	63.3	2.4	6.3	204.5016127	1025	2139	51.6325	91.3418	Fall	Photic
10340_40	BATS	10340	AE1722	4	3	2017	10/17/17	20171017	2017.79426	2143	31.66503	64.166665	40.409	40	26.00426345	36.53692012	2048.8	2393.9	0	0	0	1.01	26.03	4.59	62.7	1.9	5.6	204.252429	1025	2139	51.6325	91.3418	Fall	Photic
10340_80	BATS	10340	AE1722	4	5	2017	10/17/17	20171017	2017.79426	2143	31.66503	64.166665	78.651	80	22.36916345	36.74327472	2082.8	2411.6	0	0	0	0.71	27.81	3.78	57.2	3.4	5.4	210.9400538	1025	2139	51.6325	91.3418	Fall	Photic
10340_120	BATS	10340	AE1722	4	7	2017	10/17/17	20171017	2017.79426	2143	31.66503	64.166665	119.751	120	20.63466345	36.70856798	2098.8	2407.8	0.94	0.068	0	0.88	20.9	1.65	52.5	3.9	2.8	201.6912754	1025	2139	51.6325	91.3418	Fall	Photic
10340_160	BATS	10340	AE1722	4	9	2017	10/17/17	20171017	2017.79426	2143	31.66503	64.166665	160.785	160	19.92166345	36.66500837	2103.7	2406.2	1.58	0.02	0.03	1	10.58	0	53.7	3.8	1.9	202.0949548	1025	2139	51.6325	91.3418	Fall	Aphotic
10340_200	BATS	10340	AE1722	4	11	2017	10/17/17	20171017	2017.79426	2143	31.66503	64.166665	200.117	200	19.52976345	36.64311344	2104.7	2403.9	1.98	0.01	0.04	1.1	13.5	0.85	52.7	3.7	1.8	203.6552173	1025	2139	51.6325	91.3418	Fall	Aphotic
10340_250	BATS	10340	AE1722	4	13	2017	10/17/17	20171017	2017.79426	2143	31.66503	64.166665	249.763	250	19.24756345	36.62564796	2103.5	2406	2.06	0.02	0.18	1.2	12.78	0.48	49.2	3.9	1.8	205.8101071	1025	2139	51.6325	91.3418	Fall	Aphotic
10340_300	BATS	10340	AE1722	4	15	2017	10/17/17	20171017	2017.79426	2143	31.66503	64.166665	300.681	300	19.10036345	36.61312719	2109.8	2401.6	2.79	0.01	0.05	1.44	10.56	1.71	48.9	4.8	0.9	206.4142363	1025	2139	51.6325	91.3418	Fall	Aphotic
10340_500	BATS	10340	AE1722	4	17	2017	10/17/17	20171017	2017.79426	2143	31.66503	64.166665	498.721	500	17.42016345	36.40608715	2122.5	2388.2	7.93	0	0.2	2.79	13.76	0.18	45.8	8.5	0.6	179.7934309	1025	2139	51.6325	91.3418	Fall	Aphotic
10340_600	BATS	10340	AE1722	4	19	2017	10/17/17	20171017	2017.79426	2143	31.66503	64.166665	601.19	600	15.49996345	36.07564387	2144.4	2376.9	10.27	0	0.29	3.92	12.34	2.4	47.7	11.5	0.7	168.6419196	1025	2139	51.6325	91.3418	Fall	Aphotic
10340_800	BATS	10340	AE1722	4	21	2017	10/17/17	20171017	2017.79426	2143	31.66503	64.166665	798.683	800	10.49196345	35.34497912	2185.4	2337.4	21.9	0	0.81	11.81	14.29	2.96	42.7	23.5	0.7	143.0948131	1025	2139	51.6325	91.3418	Fall	Aphotic
10340_1000	BATS	10340	AE1722	4	23	2017	10/17/17	20171017	2017.79426	2143	31.66503	64.166665	1000.059	1000	6.90276345	35.1237269	2185.6	2325.2	21.53	0	0.71	13.9	10.34	0.58	43.1	23.3	0.6	189.8469907	1025	2139	51.6325	91.3418	Fall	Aphotic
10341_1	BATS	10341	AE1726	16	1	2017	11/19/17	20171119	2017.883588	1214	31.66700333	64.16959333	1.79	1	24.50188128	36.5764853	2053.1	2394	0	0	0	1.1	36.2	4.93	62.5	2.4	4.6	205.7151738	1051	2110	81.4143	67.5163	Fall	Photic
10341_40	BATS	10341	AE1726	16	3	2017	11/19/17	20171119	2017.883588	1214	31.66700333	64.16959333	40.87	40	24.49728128	36.57557793	2052.3	2393.4	0	0.01	0.06	1.13	31.2	4.59	64.2	4.4	4.4	205.3025377	1051	2110	81.4143	67.5163	Fall	Photic
10341_80	BATS	10341	AE1726	16	5	2017	11/19/17	20171119	2017.883588	1214	31.66700333	64.16959333	80.076	80	24.34268128	36.72822247	2068.4	2404.1	0.09	0.039	0	0.95	NA	NA	62	1.5	4	207.3933369	1051	2110	81.4143	67.5163	Fall	Photic
10341_120	BATS	10341	AE1726	16	7	2017	11/19/17	20171119	2017.883588	1214	31.66700333	64.16959333	119.315	120	22.55008128	36.82301056	2099.6	2406.2	0.96	0.029	0.03	0.95	48.13	63.95	50.7	4	3.6	194.6931303	1051	2110	81.4143	67.5163	Fall	Photic
10341_160	BATS	10341	AE1726	16	9	2017	11/19/17	20171119	2017.883588	1214	31.66700333	64.16959333	160.585	160	20.48998128	36.69561802	2102	2403.1	1.05	0.029	0	0.96	41.76	63.08	52.2	3.7	2.1	205.983961	1051	2110	81.4143	67.5163	Fall	Aphotic
10341_200	BATS	10341	AE1726	16	11	2017	11/19/17	20171119	2017.883588	1214	31.66700333	64.16959333	200.377	200	19.74448128	36.65651596	2104.2	2401	1.79	0.01	0.04	1.08	42.67	63.32	52.5	4.5	1.9	203.1293281	1051	2110	81.4143	67.5163	Fall	Aphotic
10341_250	BATS	10341	AE1726	16	13	2017	11/19/17	20171119	2017.883588	1214	31.66700333	64.16959333	250.079	250	19.45168128	36.64225138	2104.5	2400.9	2.04	0.01	0.1	1.2	42.56	62.65	49.8	5	1.9	204.9008639	1051	2110	81.4143	67.5163	Fall	Aphotic
10341_300	BATS	10341	AE1726	16	15	2017	11/19/17	20171119	2017.883588	1214	31.66700333	64.16959333	301.461	300	19.18928128	36.6214675	2105.2	2397.5	2.18	0.01	0.04	1.22	NA	NA	50.6	4.9	1.2	207.1766466	1051	2110	81.4143	67.5163	Fall	Aphotic
10341_500	BATS	10341	AE1726	16	17	2017	11/19/17	20171119	2017.883588	1214	31.66700333	64.16959333	499.678	500	17.82518128	36.46525307	2134	2389.4	6.74	0.01	0.16	2.32	NA	NA	43.9	9	1	185.1628024	1051	2110	81.4143	67.5163	Fall	Aphotic
10341_600	BATS	10341	AE1726	16	19	2017	11/19/17	20171119	2017.883588	1214	31.66700333	64.16959333	601.195	600	16.29728128	36.20864956	2147.8	2387.5	9.73	0.01	0.5	3.53	9.78	0.74	45.6	10.9	0.9	174.3479289	1051	2110	81.4143	67.5163	Fall	Aphotic
10341_800	BATS	10341	AE1726	16	21	2017	11/19/17	20171119	2017.883588	1214	31.66700333	64.16959333	803.139	800	12.06128128	35.54553124	2176.4	2343.8	20.05	0	1.2	9.98	9.11	0.91	42.6	22.4	1	149.627277	1051	2110	81.4143	67.5163	Fall	Aphotic
10341_1000	BATS	10341	AE1726	16	23	2017	11/19/17	20171119	2017.883588	1214	31.66700333	64.16959333	1000.924	1000	7.86968128	35.16875451	2180.5	2325.3	22.82	0.01	1.37	14.26	12.29	0.94	42.2	22.9	0.9	173.8539478	1051	2110	81.4143	67.5163	Fall	Aphotic
10342_1	BATS	10342	AE1728	13	2	2017	12/14/17	20171214	2017.952139	1244	31.519015	64.23399167	4.951	1	23.12618444	36.66803758	2063	2397.9	0	0	0	0.86	25.92	3.65	60.8	3.2	4.1	209.9480129	1110	2108	120.1269	126.081	Winter	Photic
10342_40	BATS	10342	AE1728	13	3	2017	12/14/17	20171214	2017.952139	1244	31.519015	64.23399167	38.603	40	23.13828444	36.6672058	2067.8	2407.7	0	0	0	1.35	29.24	3.95	61.7	4	3.7	209.9682757	1110	2108	120.1269	126.081	Winter	Photic
10342_80	BATS	10342	AE1728	13	5	2017	12/14/17	20171214	2017.952139	1244	31.519015	64.23399167	80.059	80	23.14298444	36.66698534	2063.7	2400.5	0	0.01	0	1.05	28.29	3.46	63.4	4.2	4	209.5359114	1110	2108	120.1269	126.081	Winter	Photic
10342_120	BATS	10342	AE1728	13	7	2017	12/14/17	20171214	2017.952139	1244	31.519015	64.23399167	121.276	120	22.29028444	36.71036399	2065.6	2401.6	0.05	0.01	0	1.37	23.78	3.22	60.5	2.9	3.2	209.095814	1110	2108	120.1269	126.081	Winter	Photic
10342_160	BATS	10342	AE1728	13	9	2017	12/14/17	20171214	2017.952139	1244	31.519015	64.23399167	159.466	160	20.27698444	36.68477063	2102.1	2403.8	0.98	0.01	0	0.88	14.68	1.6	52.6	3.3	2.3	202.3836651	1110	2108	120.1269	126.081	Winter	Aphotic
10342_200	BATS	10342	AE1728	13	11	2017	12/14/17	20171214	2017.952139	1244	31.519015	64.23399167	200.478	200	19.63858444	36.64705685	2105.6	2402.1	1.81	0.01	0.04	1.02	11.85	1.24	50.1	4.6	1.9	203.8740217	1110	2108	120.1269	126.081	Winter	Aphotic
10342_250	BATS	10342	AE1728	13	13	2017	12/14/17	20171214	2017.952139	1244	31.519015	64.23399167	251.066	250	19.34538444	36.63561478	2104.7	2401.1	2.01	0.01	0.04	1.06	13.23	0.75	48.1	4.4	1.7	205.8793182	1110	2108	120.1269	126.081	Winter	Aphotic
