sample_name	Program	Cruise	RVAE_ID	Cast	Niskin	Year	Month	yyyymmdd	decy	time(UTC)	latN	lonW	Depth	Nominal_Depth	Temp	CTD_S	CO2	Alk	NO3	NO2	PO4	SiO4	POC	PON	TOC	TN	Bact	oxygen	Sunrise	Sunset	MLD_dens125	DCM	Season	vert_bin
10342_300	BATS	10342	AE1728	13	15	2017	12/14/17	20171214	2017.952139	1244	31.519015	64.23399167	301.854	300	19.15278444	36.61647132	2108.4	2404.9	2.34	0.01	0.05	1.61	10.47	0.8	53.1	5.6	0.9	206.5364279	1110	2108	120.1269	126.081	Winter	Aphotic
10342_500	BATS	10342	AE1728	13	17	2017	12/14/17	20171214	2017.952139	1244	31.519015	64.23399167	500.679	500	17.61608444	36.43779875	2133.4	2396.9	6.75	0.01	0.15	2.39	6.98	0.53	44.6	8.5	0.8	181.6768867	1110	2108	120.1269	126.081	Winter	Aphotic
10342_600	BATS	10342	AE1728	13	19	2017	12/14/17	20171214	2017.952139	1244	31.519015	64.23399167	600.12	600	15.82638444	36.12823432	2146.3	2368	10.91	0.01	0.34	3.97	6.31	0.53	43.1	11.9	0.9	173.5202804	1110	2108	120.1269	126.081	Winter	Aphotic
10342_800	BATS	10342	AE1728	13	21	2017	12/14/17	20171214	2017.952139	1244	31.519015	64.23399167	804.681	800	11.15748444	35.43132157	2172.9	2331.7	20.72	0.01	0.8	10.71	6.96	0.57	43.4	22.5	0.9	146.9475654	1110	2108	120.1269	126.081	Winter	Aphotic
10342_1000	BATS	10342	AE1728	13	23	2017	12/14/17	20171214	2017.952139	1244	31.519015	64.23399167	999.74	1000	6.97998444	35.10539497	2180.3	2335	19.96	0.01	1.22	13.16	5.93	0.6	59	25.8	0.8	185.8259159	1110	2108	120.1269	126.081	Winter	Aphotic
10343_1	BATS	10343	AE1802	12	1	2018	1/17/18	20180117	2018.0455	1435	31.64013833	64.14664667	4.339	1	21.72274356	36.62303644	2073	2400.2	0	0	0	0.82	39.08	4.37	65.2	3.1	4.4	217.5554835	1119	2131	115.1631	59.5756	Winter	Photic
10343_40	BATS	10343	AE1802	12	3	2018	1/17/18	20180117	2018.0455	1435	31.64013833	64.14664667	39.494	40	21.73264356	36.71669682	2075.6	2401.7	0	0	0	0.85	44.92	4.13	58.9	2.2	5.5	215.6258457	1119	2131	115.1631	59.5756	Winter	Photic
10343_80	BATS	10343	AE1802	12	5	2018	1/17/18	20180117	2018.0455	1435	31.64013833	64.14664667	80.289	80	21.70964356	36.7159857	2077.4	2402	0.05	0.039	0	1.67	37.19	4.25	56	3.6	5.8	214.3797982	1119	2131	115.1631	59.5756	Winter	Photic
10343_120	BATS	10343	AE1802	12	7	2018	1/17/18	20180117	2018.0455	1435	31.64013833	64.14664667	119.739	120	20.97624356	36.70751873	2081.8	2407.1	0.22	0.137	0	0.79	20.18	2.86	56.6	3.6	5	203.483142	1119	2131	115.1631	59.5756	Winter	Photic
10343_160	BATS	10343	AE1802	12	9	2018	1/17/18	20180117	2018.0455	1435	31.64013833	64.14664667	158.522	160	20.09474356	36.67253855	2103.2	2403.2	1.41	0.02	0.03	0.94	16.18	2.07	54.8	4.4	2.4	200.2040616	1119	2131	115.1631	59.5756	Winter	Aphotic
10343_200	BATS	10343	AE1802	12	11	2018	1/17/18	20180117	2018.0455	1435	31.64013833	64.14664667	199.993	200	19.55004356	36.64268822	2107.3	2408.5	1.93	0.01	0.07	1.07	13.24	1.58	46.7	3.7	2.2	203.044785	1119	2131	115.1631	59.5756	Winter	Aphotic
10343_250	BATS	10343	AE1802	12	13	2018	1/17/18	20180117	2018.0455	1435	31.64013833	64.14664667	249.594	250	19.31304356	36.63062209	2106	2400.1	2.11	0.01	0.08	1.12	14.51	1.45	47.3	4.5	1.9	205.8064529	1119	2131	115.1631	59.5756	Winter	Aphotic
10343_300	BATS	10343	AE1802	12	15	2018	1/17/18	20180117	2018.0455	1435	31.64013833	64.14664667	300.677	300	19.15444356	36.61573594	2105.5	2397	2.3	0.01	0.09	1.26	7.35	0.97	51.9	4.6	1.1	206.3928273	1119	2131	115.1631	59.5756	Winter	Aphotic
10343_500	BATS	10343	AE1802	12	17	2018	1/17/18	20180117	2018.0455	1435	31.64013833	64.14664667	499.521	500	17.71144356	36.44688913	2130.2	2385.8	NA	NA	NA	NA	9.02	0.79	43.9	7.7	0.8	184.1540416	1119	2131	115.1631	59.5756	Winter	Aphotic
10343_600	BATS	10343	AE1802	12	19	2018	1/17/18	20180117	2018.0455	1435	31.64013833	64.14664667	600.253	600	16.36664356	36.21936892	2140.8	2377.5	8.89	0.01	0.48	3.18	14.2	1.13	44.9	10	1	176.7561044	1119	2131	115.1631	59.5756	Winter	Aphotic
10343_800	BATS	10343	AE1802	12	22	2018	1/17/18	20180117	2018.0455	1435	31.64013833	64.14664667	798.524	800	11.67454356	35.49443129	2188.4	2324.4	NA	NA	NA	NA	11.46	1.58	40.7	25.4	0.8	149.2296675	1119	2131	115.1631	59.5756	Winter	Aphotic
10343_1000	BATS	10343	AE1802	12	23	2018	1/17/18	20180117	2018.0455	1435	31.64013833	64.14664667	999.938	1000	7.32394356	35.13884772	2185	2322.5	NA	NA	NA	NA	18.64	1.05	39.9	22.4	0.9	184.309996	1119	2131	115.1631	59.5756	Winter	Aphotic
10344_1	BATS	10344	AE1805	13	1	2018	2/12/18	20180212	2018.11621	1000	31.66561667	64.164385	5.256	1	20.82578211	36.79631024	2089	2415.3	0	0	0	0.79	39.08	4.8	61.8	4.9	6.3	222.1313463	1105	2156	121.1169	93.3269	Winter	Photic
10344_40	BATS	10344	AE1805	13	3	2018	2/12/18	20180212	2018.11621	1000	31.66561667	64.164385	41.209	40	20.77618211	36.79890973	2088.1	2413	0	0.01	0	0.84	33.26	4.61	64.3	4.1	5.6	221.6679147	1105	2156	121.1169	93.3269	Winter	Photic
10344_80	BATS	10344	AE1805	13	5	2018	2/12/18	20180212	2018.11621	1000	31.66561667	64.164385	80.64	80	20.57708211	36.79348299	2089.1	2412.6	0.06	0.039	0	0.62	29.34	3.89	61.3	3.5	5.1	220.210002	1105	2156	121.1169	93.3269	Winter	Photic
10344_120	BATS	10344	AE1805	13	7	2018	2/12/18	20180212	2018.11621	1000	31.66561667	64.164385	120.082	120	20.32338211	36.74683917	2090.6	2410.8	0.04	0.02	0	0.8	28.06	4.06	60.2	4	5.2	212.6153935	1105	2156	121.1169	93.3269	Winter	Photic
10344_160	BATS	10344	AE1805	13	9	2018	2/12/18	20180212	2018.11621	1000	31.66561667	64.164385	160.043	160	19.27668211	36.61591999	2110.3	2403.3	1.74	0.029	0.04	1.02	14.87	1.45	59.7	5.6	3.2	199.143674	1105	2156	121.1169	93.3269	Winter	Aphotic
10344_200	BATS	10344	AE1805	13	11	2018	2/12/18	20180212	2018.11621	1000	31.66561667	64.164385	198.958	200	19.03978211	36.6022187	2113.3	2408.1	2.67	0.01	0.07	1.22	13.16	0.6	51.2	4.8	2.5	200.6843857	1105	2156	121.1169	93.3269	Winter	Aphotic
10344_250	BATS	10344	AE1805	13	13	2018	2/12/18	20180212	2018.11621	1000	31.66561667	64.164385	250.557	250	18.65718211	36.56573089	2116.7	2396.4	3.33	0.01	0.1	1.35	12.24	1.03	51	6	2.2	198.2037373	1105	2156	121.1169	93.3269	Winter	Aphotic
10344_300	BATS	10344	AE1805	13	15	2018	2/12/18	20180212	2018.11621	1000	31.66561667	64.164385	301.232	300	18.37098211	36.53665817	2118.9	2394.7	3.94	0	0.13	1.52	10.31	0.69	48.7	5.8	1.1	198.7978419	1105	2156	121.1169	93.3269	Winter	Aphotic
10344_500	BATS	10344	AE1805	13	17	2018	2/12/18	20180212	2018.11621	1000	31.66561667	64.164385	500.906	500	16.09148211	36.17146637	2146	2373.2	10.29	0	0.32	3.82	10.42	0.77	45.9	13.7	1	180.5234014	1105	2156	121.1169	93.3269	Winter	Aphotic
10344_600	BATS	10344	AE1805	13	19	2018	2/12/18	20180212	2018.11621	1000	31.66561667	64.164385	601.307	600	13.99948211	35.8323903	2156	2359.5	13.6	0	0.5	5.6	10.39	0.79	51.6	16.3	1	163.5417804	1105	2156	121.1169	93.3269	Winter	Aphotic
10344_800	BATS	10344	AE1805	13	21	2018	2/12/18	20180212	2018.11621	1000	31.66561667	64.164385	801.059	800	9.48468211	35.24398431	2191.5	2331	23.3	0	1.03	13.57	7.66	0.95	46.3	25.8	0.8	143.5944717	1105	2156	121.1169	93.3269	Winter	Aphotic
10344_1000	BATS	10344	AE1805	13	23	2018	2/12/18	20180212	2018.11621	1000	31.66561667	64.164385	1001.6	1000	6.44348211	35.10425148	2180	2322.1	20.78	0	0.76	13.7	5.54	0.75	43.4	23.1	0.7	200.5290954	1105	2156	121.1169	93.3269	Winter	Aphotic
20344_1	BATS	20344	AE1806	1	2	2018	2/26/18	20180226	2018.155713	2003	31.66638667	64.16636	3.332	1	21.33259877	36.80475998	2087.1	2408.4	0	0.01	0	0.8	25.26	3.01	60.6	2.5	NA	221.3053248	1052	2208	82.4029	100.2748	Winter	Photic
20344_40	BATS	20344	AE1806	1	6	2018	2/26/18	20180226	2018.155713	2003	31.66638667	64.16636	41.045	40	20.98079877	36.79762884	2087.5	2407.7	0	0.01	0	0.86	21.99	3.38	61.1	2.5	NA	221.9786803	1052	2208	82.4029	100.2748	Winter	Photic
20344_100	BATS	20344	AE1806	1	12	2018	2/26/18	20180226	2018.155713	2003	31.66638667	64.16636	99.394	100	20.71189877	36.77932943	2087.8	2410.9	0.04	0.029	0	0.79	23.77	4.36	60.9	2.9	NA	219.3902058	1052	2208	82.4029	100.2748	Winter	Photic
20344_120	BATS	20344	AE1806	1	14	2018	2/26/18	20180226	2018.155713	2003	31.66638667	64.16636	120.009	120	20.57759877	36.74705059	2089.9	2408	0.26	0.127	0	0.82	18.78	3.31	56.7	3.6	NA	217.2362792	1052	2208	82.4029	100.2748	Winter	Photic
20344_160	BATS	20344	AE1806	1	17	2018	2/26/18	20180226	2018.155713	2003	31.66638667	64.16636	160.134	160	19.45899877	36.62899771	2112.9	2404.6	2.41	0.02	0.06	1.17	9.96	1.18	50.8	5.1	NA	201.9242202	1052	2208	82.4029	100.2748	Winter	Aphotic
20344_200	BATS	20344	AE1806	1	18	2018	2/26/18	20180226	2018.155713	2003	31.66638667	64.16636	200.339	200	18.92919877	36.58906875	2116.7	2398.2	3.18	0.01	0.11	1.34	9.18	0.88	52	5.2	NA	201.7310088	1052	2208	82.4029	100.2748	Winter	Aphotic
20344_250	BATS	20344	AE1806	1	19	2018	2/26/18	20180226	2018.155713	2003	31.66638667	64.16636	253.354	250	18.36029877	36.52839979	1916.4	2395.2	4.05	0.01	0.11	1.53	10.82	1.18	47.1	6.1	NA	200.0156692	1052	2208	82.4029	100.2748	Winter	Aphotic
20344_300	BATS	20344	AE1806	1	21	2018	2/26/18	20180226	2018.155713	2003	31.66638667	64.16636	301.174	300	17.91049877	36.47699056	2126.8	2390.4	5.31	0	0.15	1.91	4.49	0.46	46.2	7.8	NA	192.5725725	1052	2208	82.4029	100.2748	Winter	Aphotic
20345_1	BATS	20345	AE1809	5	1	2018	3/25/18	20180325	2018.229804	2105	31.66992167	64.15755	4.717	1	20.1855309	36.78096861	2095.8	2409.9	0.09	0.029	0	0.93	20.31	3.64	58.6	3	5.3	221.7925351	1019	2228	173.711	6.9488	Winter	Photic
20345_40	BATS	20345	AE1809	5	3	2018	3/25/18	20180325	2018.229804	2105	31.66992167	64.15755	39.942	40	20.0853309	36.77672576	2093.4	2409.7	0.1	0.02	0	0.91	22.73	3.83	59.5	3.9	5.6	222.3843602	1019	2228	173.711	6.9488	Winter	Photic
20345_80	BATS	20345	AE1809	5	5	2018	3/25/18	20180325	2018.229804	2105	31.66992167	64.15755	78.69	80	20.0703309	36.77741699	2092.5	2412.2	0.12	0.029	0	0.9	24.79	4.37	59.2	3.7	5.6	222.1798557	1019	2228	173.711	6.9488	Winter	Photic
20345_120	BATS	20345	AE1809	5	6	2018	3/25/18	20180325	2018.229804	2105	31.66992167	64.15755	120.294	120	20.0723309	36.77830022	2094.8	2414.4	0.12	0.029	0	0.88	21.75	4	57.5	3.4	5.9	222.1801513	1019	2228	173.711	6.9488	Winter	Photic
20345_160	BATS	20345	AE1809	5	7	2018	3/25/18	20180325	2018.229804	2105	31.66992167	64.15755	157.669	160	20.0615309	36.77547871	2094.3	2411.5	0.2	0.02	0	0.9	22.98	4.25	61.7	2.7	4.6	221.6207886	1019	2228	173.711	6.9488	Winter	Aphotic
20345_200	BATS	20345	AE1809	5	9	2018	3/25/18	20180325	2018.229804	2105	31.66992167	64.15755	199.931	200	18.4859309	36.53750705	2118.4	2396.8	3.83	0.029	0.05	1.52	7.17	1.04	51.6	6.3	2.1	198.7815626	1019	2228	173.711	6.9488	Winter	Aphotic
20345_250	BATS	20345	AE1809	5	10	2018	3/25/18	20180325	2018.229804	2105	31.66992167	64.15755	248.788	250	18.0409309	36.48696127	2120.2	2397.3	4.27	0.02	0.04	1.66	NA	NA	46.3	5.8	1.8	196.4004319	1019	2228	173.711	6.9488	Winter	Aphotic
20345_300	BATS	20345	AE1809	5	13	2018	3/25/18	20180325	2018.229804	2105	31.66992167	64.15755	301.897	300	17.6386309	36.43233987	2129.7	2390.3	5.96	0.01	0.29	2.19	4.26	0.74	44.2	8	0.8	187.5470664	1019	2228	173.711	6.9488	Winter	Aphotic
20345_500	BATS	20345	AE1809	5	17	2018	3/25/18	20180325	2018.229804	2105	31.66992167	64.15755	499.816	500	14.4580309	35.90058471	2155.6	2359	13.09	0	0.35	5.34	NA	NA	50.4	12.3	0.7	170.5343302	1019	2228	173.711	6.9488	Winter	Aphotic
20345_600	BATS	20345	AE1809	5	18	2018	3/25/18	20180325	2018.229804	2105	31.66992167	64.15755	602.963	600	12.2206309	35.57312153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	153.9935375	1019	2228	173.711	6.9488	Winter	Aphotic
20345_800	BATS	20345	AE1809	5	20	2018	3/25/18	20180325	2018.229804	2105	31.66992167	64.15755	801.345	800	8.1239309	35.16472831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	163.592205	1019	2228	173.711	6.9488	Winter	Aphotic
20345_1000	BATS	20345	AE1809	5	21	2018	3/25/18	20180325	2018.229804	2105	31.66992167	64.15755	999.45	1000	5.9327309	35.09428632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	214.4274487	1019	2228	173.711	6.9488	Winter	Aphotic
10346_1	BATS	10346	AE1810	12	1	2018	4/16/18	20180416	2018.288845	1017	31.6667	64.16671	4.047	1	20.88005708	36.78183604	2091.3	2406.4	0	0.01	0	0.83	36.75	5.04	59.5	3.6	1.9	225.8810074	952	2242	41.7037	75.4583	Spring	Photic
10346_40	BATS	10346	AE1810	12	3	2018	4/16/18	20180416	2018.288845	1017	31.6667	64.16671	40.374	40	20.61075708	36.77197044	2089	2407.7	0	0	0.03	0.83	37.66	5.35	61	3.8	3.3	226.4058994	952	2242	41.7037	75.4583	Spring	Photic
10346_80	BATS	10346	AE1810	12	5	2018	4/16/18	20180416	2018.288845	1017	31.6667	64.16671	81.517	80	19.88105708	36.76226569	2094.1	2403.8	0.47	0.176	0	0.86	23.15	4.43	56.3	3.4	4.8	219.9100897	952	2242	41.7037	75.4583	Spring	Photic
10346_120	BATS	10346	AE1810	12	7	2018	4/16/18	20180416	2018.288845	1017	31.6667	64.16671	119.981	120	19.84865708	36.76107301	2109.6	2400.2	2.33	0.029	0.1	1.15	11.89	1.46	52.2	5	2.7	218.9423884	952	2242	41.7037	75.4583	Spring	Photic
10346_160	BATS	10346	AE1810	12	9	2018	4/16/18	20180416	2018.288845	1017	31.6667	64.16671	160.639	160	19.20875708	36.6387655	2112.4	2396.5	2.95	0.02	0.13	1.3	4	1.03	50	4.7	1.9	204.3567408	952	2242	41.7037	75.4583	Spring	Aphotic
10346_200	BATS	10346	AE1810	12	11	2018	4/16/18	20180416	2018.288845	1017	31.6667	64.16671	200.382	200	18.49925708	36.54625314	2119.1	2391.7	3.68	0.01	0.17	1.4	7.6	0.97	48.4	6.1	2.2	197.98645	952	2242	41.7037	75.4583	Spring	Aphotic
10346_250	BATS	10346	AE1810	12	13	2018	4/16/18	20180416	2018.288845	1017	31.6667	64.16671	251.427	250	18.14305708	36.50655669	2121.9	2391.8	4.52	0.01	0.21	1.64	14.32	1.09	46.6	6.8	1.8	197.5939973	952	2242	41.7037	75.4583	Spring	Aphotic
10346_300	BATS	10346	AE1810	12	15	2018	4/16/18	20180416	2018.288845	1017	31.6667	64.16671	301.479	300	17.72315708	36.44662975	2126.8	2388.1	5.47	0.01	0.27	2.02	11.86	2.14	47.6	8.2	1.7	189.9098319	952	2242	41.7037	75.4583	Spring	Aphotic
10346_500	BATS	10346	AE1810	12	17	2018	4/16/18	20180416	2018.288845	1017	31.6667	64.16671	499.745	500	14.83055708	35.96643298	2150.9	2355.8	12.26	0.01	0.7	4.82	3.81	0.56	44.9	13.7	1.1	171.5522572	952	2242	41.7037	75.4583	Spring	Aphotic
10346_600	BATS	10346	AE1810	12	19	2018	4/16/18	20180416	2018.288845	1017	31.6667	64.16671	601.192	600	12.67025708	35.63945649	2169.1	2342.7	17.46	0.01	1.04	8.15	4.74	0.22	45	18.5	1	157.7735933	952	2242	41.7037	75.4583	Spring	Aphotic
10346_800	BATS	10346	AE1810	12	21	2018	4/16/18	20180416	2018.288845	1017	31.6667	64.16671	798.363	800	8.32065708	35.18406942	2186.4	2322.1	22.76	0	1.44	14.01	3.57	1.11	43.4	23.8	0.8	162.7656795	952	2242	41.7037	75.4583	Spring	Aphotic
10346_1000	BATS	10346	AE1810	12	23	2018	4/16/18	20180416	2018.288845	1017	31.6667	64.16671	997.956	1000	6.10125708	35.10624444	2178.5	2322.5	20.55	0	1.33	13.95	3.04	0.38	41.2	21.5	0.8	211.1019359	952	2242	41.7037	75.4583	Spring	Aphotic
20346_1	BATS	20346	AE1811	11	1	2018	4/25/18	20180425	2018.31503	2340	31.66878667	64.168015	4.151	1	20.99326779	36.79620969	2093.4	2407.7	0	0	0	0.82	34	4.64	59.5	3.2	6.7	228.7642744	942	2248	53.6171	91.3394	Spring	Photic
20346_40	BATS	20346	AE1811	11	3	2018	4/25/18	20180425	2018.31503	2340	31.66878667	64.168015	39.33	40	20.92546779	36.79390477	2093.6	2409.9	0	0	0	0.81	32.12	4.28	62.1	2.8	4.4	229.527033	942	2248	53.6171	91.3394	Spring	Photic
20346_80	BATS	20346	AE1811	11	5	2018	4/25/18	20180425	2018.31503	2340	31.66878667	64.168015	80.148	80	19.89746779	36.76611488	2093.8	2406.5	0	0	0	0.81	37.04	5.92	58.4	3	7.5	225.3517021	942	2248	53.6171	91.3394	Spring	Photic
20346_120	BATS	20346	AE1811	11	7	2018	4/25/18	20180425	2018.31503	2340	31.66878667	64.168015	120.391	120	19.87336779	36.76892966	2099.1	2408.2	0.48	0.293	0	0.83	14.23	2.45	54.5	3.4	3.3	221.6109782	942	2248	53.6171	91.3394	Spring	Photic
20346_160	BATS	20346	AE1811	11	9	2018	4/25/18	20180425	2018.31503	2340	31.66878667	64.168015	159.588	160	19.08036779	36.63575557	2103.4	2405.4	0.91	0.049	0.03	0.87	10.26	1.66	56.4	3.5	2.8	207.8989708	942	2248	53.6171	91.3394	Spring	Aphotic
20346_200	BATS	20346	AE1811	11	11	2018	4/25/18	20180425	2018.31503	2340	31.66878667	64.168015	200.551	200	18.31186779	36.52362957	2121.6	2394.8	3.84	0	0.12	1.67	8.75	1.6	49.1	5.6	2.1	201.0107065	942	2248	53.6171	91.3394	Spring	Aphotic
20346_250	BATS	20346	AE1811	11	13	2018	4/25/18	20180425	2018.31503	2340	31.66878667	64.168015	251.743	250	17.93096779	36.47329721	2125.2	2393.1	4.69	0.01	0.18	1.7	7.7	0.94	47.6	6.4	2.3	198.737838	942	2248	53.6171	91.3394	Spring	Aphotic
20346_300	BATS	20346	AE1811	11	15	2018	4/25/18	20180425	2018.31503	2340	31.66878667	64.168015	299.851	300	17.35036779	36.38697184	2135.5	2390.9	5.93	0	0.27	2.44	6.98	0.91	45.7	8.4	1	188.2174612	942	2248	53.6171	91.3394	Spring	Aphotic
10347_1	BATS	10347	AE1814	16	1	2018	5/25/18	20180525	2018.395738	1040	31.66948167	64.16739	3.198	1	24.41350349	36.6897081	2087.8	2408.5	0	0	0	0.79	37.03	4.74	63.1	3	5.2	213.0426975	918	2307	18.8674	96.3042	Summer	Photic
10347_40	BATS	10347	AE1814	16	3	2018	5/25/18	20180525	2018.395738	1040	31.66948167	64.16739	40.524	40	20.48140349	36.72402616	2083.1	2404.4	0	0.01	0	0.71	40.97	5.66	61.4	3.3	5.4	232.5150014	918	2307	18.8674	96.3042	Summer	Photic
10347_80	BATS	10347	AE1814	16	5	2018	5/25/18	20180525	2018.395738	1040	31.66948167	64.16739	81.373	80	19.84840349	36.70849847	2089.1	2406.2	0	0.01	0	0.63	33.96	5.17	59.5	3.3	5.1	227.0049811	918	2307	18.8674	96.3042	Summer	Photic
10347_120	BATS	10347	AE1814	16	7	2018	5/25/18	20180525	2018.395738	1040	31.66948167	64.16739	120.605	120	19.53660349	36.69514473	2101.2	2405.1	1.01	0.088	0	0.99	18.97	3.83	55	3.8	5.1	214.0366621	918	2307	18.8674	96.3042	Summer	Photic
10347_160	BATS	10347	AE1814	16	9	2018	5/25/18	20180525	2018.395738	1040	31.66948167	64.16739	159.824	160	19.43150349	36.68588074	2105.1	2404	1.47	0.02	0.03	1.3	9.07	2.49	54.1	5.4	2.5	214.1066451	918	2307	18.8674	96.3042	Summer	Aphotic
10347_200	BATS	10347	AE1814	16	11	2018	5/25/18	20180525	2018.395738	1040	31.66948167	64.16739	201.056	200	19.36590349	36.68422596	2106.7	2411.2	1.55	0.02	0.04	1.09	11.83	1.38	54.1	3.9	2.2	213.4680497	918	2307	18.8674	96.3042	Summer	Aphotic
10347_250	BATS	10347	AE1814	16	13	2018	5/25/18	20180525	2018.395738	1040	31.66948167	64.16739	250.083	250	19.22050349	36.65521314	2106.3	2402.1	1.73	0.01	0.03	1.1	10.39	1.87	52.8	4.4	2.5	209.7737455	918	2307	18.8674	96.3042	Summer	Aphotic
10347_300	BATS	10347	AE1814	16	15	2018	5/25/18	20180525	2018.395738	1040	31.66948167	64.16739	299.707	300	18.80720349	36.58807635	2111.9	2401.1	2.57	0.01	0.06	1.57	6.57	1.57	51.1	4.5	1.7	198.3777112	918	2307	18.8674	96.3042	Summer	Aphotic
10347_500	BATS	10347	AE1814	16	17	2018	5/25/18	20180525	2018.395738	1040	31.66948167	64.16739	499.91	500	16.69770349	36.28083895	2143.7	2378.6	8.74	0.01	0.46	3.17	5.71	1	44.2	10.5	1	177.9927162	918	2307	18.8674	96.3042	Summer	Aphotic
10347_600	BATS	10347	AE1814	16	19	2018	5/25/18	20180525	2018.395738	1040	31.66948167	64.16739	600.269	600	14.98190349	35.98991838	2155.2	2370.5	11.81	0	0.49	4.55	5.96	0.53	45.7	13.6	0.9	172.3836088	918	2307	18.8674	96.3042	Summer	Aphotic
10347_800	BATS	10347	AE1814	16	21	2018	5/25/18	20180525	2018.395738	1040	31.66948167	64.16739	801.386	800	10.23670349	35.33005062	2186.2	2333.7	22.28	0	1.37	12.42	4.45	0.41	44.5	23.5	0.9	146.1994629	918	2307	18.8674	96.3042	Summer	Aphotic
10347_1000	BATS	10347	AE1814	16	23	2018	5/25/18	20180525	2018.395738	1040	31.66948167	64.16739	1000.747	1000	6.82980349	35.11307257	2187.5	2336.8	22.74	0	1.46	15.52	4.46	0.24	40.7	24.4	0.6	187.6988321	918	2307	18.8674	96.3042	Summer	Aphotic
10348_1	BATS	10348	AE1817	9	1	2018	6/14/18	20180614	2018.450381	920	31.66708167	64.16765167	3.796	1	25.41470116	36.5501669	2069.2	2394.2	0	0	0	0.9	27.46	4.34	66.9	4.1	3.8	207.9239649	914	2317	26.811	100.2743	Summer	Photic
10348_40	BATS	10348	AE1817	9	3	2018	6/14/18	20180614	2018.450381	920	31.66708167	64.16765167	40.821	40	22.55810116	36.66901838	2079.5	2399.3	0	0	0	0.79	30.32	5.01	64	3.3	4.6	225.9825855	914	2317	26.811	100.2743	Summer	Photic
10348_80	BATS	10348	AE1817	9	5	2018	6/14/18	20180614	2018.450381	920	31.66708167	64.16765167	80.33	80	20.28260116	36.70851808	2099.2	2410.9	0.57	0.068	0	0.89	29.36	6.05	58.7	2.9	4.1	229.8432019	914	2317	26.811	100.2743	Summer	Photic
10348_120	BATS	10348	AE1817	9	7	2018	6/14/18	20180614	2018.450381	920	31.66708167	64.16765167	120.199	120	19.77780116	36.71696703	2102.2	2400.3	0.82	0.137	0	0.93	13.29	2.61	57.7	3.7	2.8	215.9561451	914	2317	26.811	100.2743	Summer	Photic
10348_160	BATS	10348	AE1817	9	9	2018	6/14/18	20180614	2018.450381	920	31.66708167	64.16765167	159.03	160	19.45820116	36.6868305	2106.7	2403	1.66	0.01	0.06	1.04	8.87	1.87	56.7	4.9	2.3	211.9128033	914	2317	26.811	100.2743	Summer	Aphotic
10348_200	BATS	10348	AE1817	9	11	2018	6/14/18	20180614	2018.450381	920	31.66708167	64.16765167	200.66	200	19.26530116	36.661281	2110	2404.8	2.07	0.01	0.06	1.11	6.14	1.38	53.9	5.2	2.3	211.5014159	914	2317	26.811	100.2743	Summer	Aphotic
10348_250	BATS	10348	AE1817	9	13	2018	6/14/18	20180614	2018.450381	920	31.66708167	64.16765167	251.456	250	19.05750116	36.64178157	2108	2397.9	2	0.01	0.08	1.13	6.98	1.57	55.1	4.8	1.9	210.3144003	914	2317	26.811	100.2743	Summer	Aphotic
10348_300	BATS	10348	AE1817	9	16	2018	6/14/18	20180614	2018.450381	920	31.66708167	64.16765167	300.425	300	18.81240116	36.61839772	2118.2	2392.8	3.49	0.01	0.16	1.42	6.2	1	54.6	6.1	1.5	209.731978	914	2317	26.811	100.2743	Summer	Aphotic
10348_500	BATS	10348	AE1817	9	17	2018	6/14/18	20180614	2018.450381	920	31.66708167	64.16765167	500.159	500	16.22520116	36.20051486	2142.8	2371.4	9.33	0	0.5	3.34	3.25	0.56	47.5	11.8	1.2	176.924094	914	2317	26.811	100.2743	Summer	Aphotic
10348_600	BATS	10348	AE1817	9	19	2018	6/14/18	20180614	2018.450381	920	31.66708167	64.16765167	600.486	600	14.39560116	35.89699862	2160.2	2365.5	13.42	0	0.77	5.47	4.97	0.76	47.4	16	1.2	168.7668799	914	2317	26.811	100.2743	Summer	Aphotic
10348_800	BATS	10348	AE1817	9	21	2018	6/14/18	20180614	2018.450381	920	31.66708167	64.16765167	802.909	800	9.90600116	35.29531961	2188.3	2330.8	23.03	0.01	1.43	13.31	6.65	0.93	47.7	26.5	0.9	146.1243382	914	2317	26.811	100.2743	Summer	Aphotic
10348_1000	BATS	10348	AE1817	9	23	2018	6/14/18	20180614	2018.450381	920	31.66708167	64.16765167	1001.363	1000	6.87950116	35.124752	2184.4	2323	21.62	0	1.38	14.1	5.24	0.72	44.9	23.7	0.8	190.5881998	914	2317	26.811	100.2743	Summer	Aphotic
10349_1	BATS	10349	AE1820	20	1	2018	7/22/18	20180722	2018.55457	1002	31.669985	64.16728333	3.419	1	26.99151536	36.53373779	2062.2	2393.9	0	0	0	0.87	21.39	2.19	68.3	2.7	3.9	201.7148726	929	2315	25.8178	99.2826	Summer	Photic
10349_40	BATS	10349	AE1820	20	3	2018	7/22/18	20180722	2018.55457	1002	31.669985	64.16728333	39.819	40	22.53541536	36.73722547	2076.2	2405.2	0	0	0	0.81	29.46	3.87	68	4	4	226.9417628	929	2315	25.8178	99.2826	Summer	Photic
